id_note,id_etudiant,ue_id,note
144,440773,906,12.06
145,440773,907,16.8
146,440773,908,8.81
147,495082,9,17.04
148,495082,10,10.36
149,495082,11,12.93
150,495082,12,13.42
151,495082,13,19.19
152,495082,14,14.14
153,495082,15,14.99
154,495082,16,10.19
155,617561,860,13.91
156,617561,861,5.32
157,617561,862,8.05
158,617561,863,4.26
159,617561,864,14.83
160,617561,865,12.95
161,617561,866,12.28
162,617561,867,1.49
163,617561,868,4.38
164,617561,869,13.81
165,617561,870,18.47
166,617561,871,7.13
167,359985,981,18.01
168,359985,982,17.07
169,359985,983,4.87
170,359985,984,17.45
171,359985,985,18.3
172,359985,986,9.29
173,359985,987,6.42
174,359985,988,5.66
175,359985,989,8.06
176,359985,990,9.81
177,359985,991,17.82
178,237129,1067,11.56
179,237129,1068,17.22
180,237129,1069,14.83
181,237129,1070,9.72
182,237129,1071,17.94
183,237129,1072,3.23
184,237129,1073,12.43
185,237129,1074,16.46
186,237129,1075,16.27
187,706930,476,11.81
188,706930,477,9.9
189,706930,478,15.25
190,706930,479,13.31
191,706930,480,11.81
192,706930,481,8.1
193,706930,482,6.92
194,313488,537,18.25
195,313488,538,11.67
196,313488,539,6.79
197,313488,540,7.38
198,313488,541,10.05
199,313488,542,16.85
200,313488,543,11.69
201,313488,544,6.18
202,401256,657,15.86
203,401256,658,12.64
204,401256,659,9.49
205,401256,660,12.53
206,401256,661,14.29
207,401256,662,6.29
208,401256,663,3.5
209,990301,46,13.71
210,990301,47,9.85
211,990301,48,14.64
212,990301,49,4.69
213,990301,50,12.89
214,990301,51,7.69
215,990301,52,15.16
216,990301,53,16.3
217,666465,1162,4.16
218,666465,1163,14.74
219,666465,1164,4.75
220,598736,170,9.05
221,598736,171,10.18
222,598736,172,14.17
223,598736,173,11.78
224,598736,174,15.4
225,598736,175,12.41
226,598736,176,15.58
227,598736,177,9.42
228,548668,565,6.94
229,548668,566,16.3
230,548668,567,11.7
231,548668,568,13.93
232,548668,569,12.17
233,548668,570,6.19
234,548668,571,11.11
235,548668,572,2.21
236,548668,573,17.85
237,581516,1327,17.43
238,581516,1328,4.39
239,257920,1305,7.39
240,257920,1306,11.6
241,257920,1307,14.1
242,257920,1308,8.2
243,257920,1309,7.05
244,257920,1310,13.74
245,257920,1311,9.91
246,257920,1312,11.93
247,257920,1313,16.6
248,257920,1314,10.09
249,136843,283,9.87
250,136843,284,16.07
251,136843,285,10.13
252,136843,286,9.64
253,136843,287,13.76
254,136843,288,11.4
255,719609,645,13.4
256,719609,646,3.81
257,719609,647,6.81
258,458953,273,17.52
259,458953,274,8.62
260,458953,275,17.63
261,458953,276,6.99
262,458953,277,9.96
263,458953,278,15.31
264,458953,279,9.38
265,458953,280,14.61
266,458953,281,14.21
267,458953,282,19.57
268,115631,110,9.41
269,115631,111,16.26
270,115631,112,11.67
271,115631,113,15.91
272,115631,114,17.02
273,115631,115,15.22
274,115631,116,6.39
275,115631,117,13.02
276,959743,583,15.9
277,959743,584,14.59
278,959743,585,8.19
279,959743,586,5.31
280,959743,587,8.1
281,959743,588,11.14
282,959743,589,9.95
283,677955,1209,10.31
284,677955,1210,6.25
285,677955,1211,15.57
286,677955,1212,3.73
287,677955,1213,13.92
288,677955,1214,13.57
289,677955,1215,9.26
290,175820,508,9.36
291,175820,509,13.73
292,175820,510,17.76
293,175820,511,14.52
294,175820,512,11.39
295,175820,513,16.82
296,175820,514,8.54
297,175820,515,6.84
298,175820,516,16.91
299,175820,517,8.6
300,175820,518,13.21
301,473483,1315,10.33
302,473483,1316,2.56
303,473483,1317,9.39
304,473483,1318,12.53
305,473483,1319,11.78
306,473483,1320,13.8
307,473483,1321,13.46
308,473483,1322,14.02
309,473483,1323,13.03
310,473483,1324,11.5
311,473483,1325,2.0
312,473483,1326,11.22
313,161308,981,11.57
314,161308,982,3.13
315,161308,983,13.73
316,161308,984,9.2
317,161308,985,13.15
318,161308,986,11.47
319,161308,987,10.82
320,161308,988,18.68
321,161308,989,7.62
322,161308,990,13.13
323,161308,991,6.65
324,907947,363,5.37
325,907947,364,8.72
326,907947,365,6.81
327,907947,366,12.01
328,907947,367,3.48
329,907947,368,6.9
330,907947,369,13.45
331,907947,370,12.49
332,907947,371,6.85
333,907947,372,13.84
334,634703,62,7.22
335,634703,63,2.16
336,634703,64,10.31
337,634703,65,14.47
338,634703,66,3.25
339,634703,67,8.27
340,634703,68,12.45
341,634703,69,12.57
342,163967,565,17.87
343,163967,566,2.52
344,163967,567,14.69
345,163967,568,14.23
346,163967,569,7.36
347,163967,570,11.39
348,163967,571,13.6
349,163967,572,14.12
350,163967,573,4.39
351,919857,1028,3.98
352,919857,1029,14.6
353,919857,1030,6.47
354,919857,1031,11.95
355,919857,1032,14.19
356,919857,1033,7.08
357,919857,1034,9.4
358,919857,1035,11.57
359,919857,1036,13.67
360,919857,1037,12.65
361,919857,1038,8.31
362,681228,1058,12.86
363,681228,1059,12.69
364,681228,1060,3.87
365,681228,1061,8.29
366,681228,1062,12.01
367,681228,1063,11.57
368,681228,1064,6.81
369,681228,1065,10.23
370,681228,1066,8.19
371,297747,635,6.23
372,297747,636,4.03
373,297747,637,16.59
374,297747,638,18.1
375,297747,639,7.26
376,297747,640,16.44
377,297747,641,12.05
378,297747,642,1.85
379,297747,643,10.46
380,297747,644,0.53
381,962512,1353,3.89
382,962512,1354,11.16
383,572012,671,10.35
384,572012,672,5.27
385,572012,673,15.8
386,572012,674,4.31
387,572012,675,6.43
388,572012,676,7.02
389,572012,677,8.34
390,572012,678,10.83
391,269307,128,13.16
392,269307,129,8.72
393,269307,130,15.49
394,269307,131,6.8
395,269307,132,10.38
396,269307,133,11.12
397,269307,134,13.82
398,269307,135,11.15
399,913338,54,7.98
400,913338,55,12.72
401,913338,56,8.51
402,913338,57,15.12
403,913338,58,8.33
404,913338,59,10.13
405,913338,60,12.65
406,913338,61,11.12
407,810479,241,17.82
408,810479,242,15.96
409,810479,243,11.55
410,810479,244,8.62
411,810479,245,14.14
412,810479,246,18.6
413,810479,247,16.84
414,810479,248,9.26
415,374709,344,7.46
416,374709,345,9.18
417,374709,346,14.25
418,374709,347,10.97
419,374709,348,9.26
420,374709,349,7.68
421,374709,350,7.56
422,374709,351,9.46
423,374709,352,9.97
424,374709,353,6.52
425,309496,574,13.03
426,309496,575,10.08
427,309496,576,14.13
428,309496,577,7.93
429,309496,578,12.69
430,309496,579,14.51
431,309496,580,17.0
432,309496,581,12.11
433,309496,582,14.81
434,302942,657,7.95
435,302942,658,10.08
436,302942,659,7.66
437,302942,660,17.11
438,302942,661,7.31
439,302942,662,2.79
440,302942,663,11.25
441,444839,1295,9.15
442,444839,1296,19.58
443,444839,1297,12.67
444,444839,1298,4.63
445,444839,1299,19.14
446,444839,1300,15.16
447,444839,1301,12.51
448,444839,1302,3.41
449,444839,1303,15.09
450,444839,1304,7.44
451,459145,1176,4.54
452,459145,1177,12.11
453,459145,1178,18.95
454,459145,1179,12.53
455,459145,1180,14.25
456,459145,1181,8.78
457,459145,1182,10.54
458,459145,1183,5.38
459,459145,1184,6.79
460,556399,54,16.39
461,556399,55,9.52
462,556399,56,7.62
463,556399,57,14.08
464,556399,58,2.94
465,556399,59,16.46
466,556399,60,11.07
467,556399,61,13.46
468,267766,872,11.22
469,267766,873,11.33
470,267766,874,15.26
471,267766,875,9.83
472,267766,876,13.48
473,267766,877,9.84
474,267766,878,9.45
475,267766,879,8.32
476,267766,880,4.84
477,267766,881,13.49
478,267766,882,17.33
479,267766,883,15.06
480,267766,884,13.5
481,714217,1226,9.86
482,714217,1227,10.92
483,714217,1228,8.1
484,714217,1229,4.2
485,714217,1230,12.91
486,714217,1231,15.74
487,714217,1232,6.78
488,714217,1233,4.7
489,714217,1234,5.6
490,714217,1235,7.36
491,581934,1049,9.52
492,581934,1050,7.37
493,581934,1051,11.14
494,581934,1052,17.68
495,581934,1053,11.39
496,581934,1054,12.27
497,581934,1055,11.05
498,581934,1056,13.57
499,581934,1057,11.78
500,499537,885,11.95
501,499537,886,12.49
502,499537,887,11.03
503,499537,888,4.94
504,499537,889,8.61
505,499537,890,4.71
506,499537,891,8.75
507,499537,892,8.02
508,499537,893,14.4
509,499537,894,11.87
510,499537,895,11.21
511,499537,896,10.91
512,709663,210,7.87
513,709663,211,12.34
514,709663,212,13.32
515,709663,213,9.39
516,709663,214,12.23
517,709663,215,3.1
518,709663,216,7.51
519,709663,217,3.42
520,854637,648,12.34
521,854637,649,10.27
522,854637,650,12.62
523,854637,651,2.89
524,854637,652,13.86
525,854637,653,5.22
526,854637,654,15.51
527,854637,655,12.54
528,854637,656,16.6
529,269469,1346,6.12
530,269469,1347,8.28
531,269469,1348,2.74
532,269469,1349,15.93
533,269469,1350,9.87
534,269469,1351,14.45
535,269469,1352,8.34
536,216650,146,11.85
537,216650,147,11.4
538,216650,148,5.85
539,216650,149,7.84
540,216650,150,15.47
541,216650,151,8.69
542,216650,152,10.75
543,216650,153,4.26
544,429783,234,4.09
545,429783,235,4.34
546,429783,236,18.6
547,429783,237,3.08
548,429783,238,16.35
549,429783,239,10.33
550,429783,240,10.33
551,940608,1168,7.01
552,940608,1169,12.04
553,940608,1170,10.88
554,940608,1171,13.91
555,940608,1172,12.66
556,940608,1173,8.28
557,940608,1174,14.12
558,940608,1175,13.57
559,640229,981,6.32
560,640229,982,16.71
561,640229,983,7.31
562,640229,984,8.21
563,640229,985,15.36
564,640229,986,9.91
565,640229,987,10.36
566,640229,988,10.72
567,640229,989,3.19
568,640229,990,2.09
569,640229,991,10.19
570,882586,1176,12.41
571,882586,1177,18.2
572,882586,1178,11.84
573,882586,1179,8.56
574,882586,1180,17.28
575,882586,1181,3.78
576,882586,1182,12.33
577,882586,1183,10.88
578,882586,1184,5.5
579,695707,1096,12.87
580,695707,1097,4.22
581,695707,1098,14.19
582,695707,1099,4.19
583,695707,1100,17.1
584,695707,1101,7.8
585,695707,1102,11.15
586,695707,1103,11.75
587,695707,1104,15.14
588,695707,1105,12.22
589,695707,1106,11.0
590,695707,1107,5.2
591,695707,1108,9.52
592,695707,1109,5.47
593,695707,1110,7.19
594,695707,1111,10.39
595,695707,1112,6.54
596,695707,1113,13.68
597,695707,1114,7.29
598,695707,1115,15.4
599,695707,1116,13.13
600,695707,1117,19.24
601,695707,1118,16.08
602,695707,1119,11.65
603,695707,1120,16.74
604,695707,1121,13.71
605,695707,1122,12.73
606,695707,1123,5.62
607,695707,1124,10.53
608,695707,1125,10.92
609,695707,1126,14.64
610,695707,1127,12.32
611,695707,1128,10.14
612,695707,1129,8.07
613,695707,1130,14.23
614,695707,1131,7.15
615,695707,1132,11.78
616,695707,1133,10.69
617,695707,1134,5.2
618,695707,1135,11.86
619,695707,1136,8.79
620,695707,1137,12.7
621,695707,1138,15.12
622,695707,1139,8.38
623,695707,1140,7.03
624,695707,1141,4.21
625,695707,1142,9.5
626,695707,1143,5.16
627,695707,1144,10.95
628,695707,1145,7.22
629,695707,1146,16.74
630,695707,1147,9.43
631,695707,1148,11.64
632,695707,1149,10.51
633,695707,1150,8.4
634,695707,1151,13.45
635,695707,1152,10.18
636,695707,1153,11.37
637,695707,1154,10.55
638,695707,1155,11.45
639,695707,1156,15.97
640,695707,1157,2.99
641,695707,1158,9.23
642,695707,1159,11.81
643,175917,1168,13.52
644,175917,1169,11.56
645,175917,1170,15.67
646,175917,1171,11.01
647,175917,1172,12.63
648,175917,1173,16.23
649,175917,1174,5.64
650,175917,1175,11.72
651,184564,851,3.04
652,184564,852,11.55
653,184564,853,6.03
654,184564,854,16.11
655,184564,855,11.8
656,184564,856,10.21
657,184564,857,9.96
658,184564,858,9.25
659,184564,859,15.26
660,514005,187,11.36
661,514005,188,10.57
662,514005,189,14.02
663,514005,190,3.86
664,514005,191,11.23
665,514005,192,14.87
666,514005,193,11.05
667,885915,94,12.58
668,885915,95,15.42
669,885915,96,9.3
670,885915,97,8.6
671,885915,98,10.73
672,885915,99,16.39
673,885915,100,12.14
674,885915,101,15.82
675,785825,744,11.05
676,785825,745,17.15
677,785825,746,7.76
678,785825,747,17.54
679,785825,748,15.22
680,785825,749,14.38
681,785825,750,6.51
682,785825,751,15.22
683,785825,752,11.88
684,785825,753,6.58
685,785825,754,11.16
686,785825,755,10.47
687,263059,1162,14.09
688,263059,1163,13.32
689,263059,1164,12.25
690,409836,804,2.06
691,409836,805,2.81
692,409836,806,14.38
693,409836,807,18.11
694,409836,808,7.28
695,409836,809,10.19
696,409836,810,10.11
697,409836,811,9.43
698,409836,812,10.14
699,295048,981,7.48
700,295048,982,3.23
701,295048,983,12.38
702,295048,984,11.7
703,295048,985,2.26
704,295048,986,7.92
705,295048,987,15.39
706,295048,988,9.37
707,295048,989,16.81
708,295048,990,8.65
709,295048,991,5.0
710,475297,557,7.22
711,475297,558,6.57
712,475297,559,11.51
713,475297,560,7.8
714,475297,561,9.3
715,475297,562,7.65
716,475297,563,17.85
717,475297,564,5.14
718,426864,574,9.52
719,426864,575,13.55
720,426864,576,12.23
721,426864,577,14.79
722,426864,578,9.77
723,426864,579,7.89
724,426864,580,3.53
725,426864,581,5.36
726,426864,582,3.71
727,264209,17,4.46
728,264209,18,8.86
729,264209,19,7.64
730,264209,20,9.32
731,264209,21,12.45
732,264209,22,6.11
733,264209,23,9.37
734,264209,24,13.46
735,521222,25,11.27
736,521222,26,4.14
737,521222,27,0.91
738,521222,28,5.66
739,521222,29,13.19
740,521222,30,7.06
741,521222,31,14.46
742,521222,32,10.77
743,894264,234,10.1
744,894264,235,14.91
745,894264,236,10.82
746,894264,237,5.52
747,894264,238,6.69
748,894264,239,8.93
749,894264,240,7.22
750,567848,590,7.65
751,567848,591,6.51
752,567848,592,7.25
753,567848,593,17.6
754,780071,557,13.08
755,780071,558,7.86
756,780071,559,10.57
757,780071,560,10.14
758,780071,561,8.14
759,780071,562,13.62
760,780071,563,11.53
761,780071,564,2.43
762,516337,1285,4.74
763,516337,1286,7.55
764,516337,1287,6.23
765,516337,1288,14.02
766,516337,1289,14.68
767,516337,1290,15.14
768,516337,1291,11.87
769,516337,1292,9.8
770,516337,1293,15.28
771,106898,1277,12.57
772,106898,1278,13.18
773,106898,1279,11.35
774,106898,1280,15.61
775,106898,1281,2.46
776,106898,1282,10.02
777,106898,1283,7.1
778,106898,1284,14.56
779,257782,257,10.78
780,257782,258,10.59
781,257782,259,17.58
782,257782,260,11.07
783,257782,261,14.84
784,257782,262,3.08
785,257782,263,13.95
786,257782,264,13.02
787,695744,54,2.31
788,695744,55,5.6
789,695744,56,1.68
790,695744,57,12.72
791,695744,58,12.96
792,695744,59,17.34
793,695744,60,5.42
794,695744,61,13.73
795,232941,744,12.86
796,232941,745,13.76
797,232941,746,13.68
798,232941,747,9.06
799,232941,748,19.04
800,232941,749,6.01
801,232941,750,13.51
802,232941,751,13.83
803,232941,752,12.33
804,232941,753,8.01
805,232941,754,13.75
806,232941,755,0.97
807,231693,1216,14.73
808,231693,1217,12.55
809,308401,648,10.24
810,308401,649,12.76
811,308401,650,14.33
812,308401,651,15.19
813,308401,652,13.21
814,308401,653,9.2
815,308401,654,7.74
816,308401,655,10.68
817,308401,656,11.45
818,763173,154,3.66
819,763173,155,14.63
820,763173,156,12.08
821,763173,157,11.67
822,763173,158,14.7
823,763173,159,15.75
824,763173,160,8.43
825,763173,161,14.79
826,878374,548,2.8
827,878374,549,15.83
828,878374,550,6.34
829,878374,551,10.54
830,878374,552,14.27
831,878374,553,15.04
832,878374,554,11.67
833,878374,555,15.15
834,878374,556,7.57
835,762386,1294,12.47
836,695309,363,8.5
837,695309,364,13.62
838,695309,365,12.93
839,695309,366,8.24
840,695309,367,14.97
841,695309,368,5.78
842,695309,369,14.59
843,695309,370,16.29
844,695309,371,15.84
845,695309,372,18.64
846,809286,671,11.86
847,809286,672,14.65
848,809286,673,15.21
849,809286,674,12.43
850,809286,675,13.99
851,809286,676,3.98
852,809286,677,6.15
853,809286,678,4.88
854,197571,1315,6.46
855,197571,1316,4.34
856,197571,1317,14.19
857,197571,1318,14.25
858,197571,1319,13.4
859,197571,1320,7.88
860,197571,1321,11.12
861,197571,1322,9.15
862,197571,1323,7.89
863,197571,1324,18.8
864,197571,1325,13.03
865,197571,1326,8.18
866,220463,17,10.36
867,220463,18,15.05
868,220463,19,11.8
869,220463,20,16.3
870,220463,21,4.75
871,220463,22,2.61
872,220463,23,5.77
873,220463,24,11.61
874,441516,249,7.5
875,441516,250,10.17
876,441516,251,12.19
877,441516,252,7.06
878,441516,253,9.74
879,441516,254,3.54
880,441516,255,15.03
881,441516,256,11.8
882,180750,363,5.44
883,180750,364,7.22
884,180750,365,12.51
885,180750,366,5.64
886,180750,367,6.99
887,180750,368,12.35
888,180750,369,17.22
889,180750,370,5.84
890,180750,371,7.04
891,180750,372,13.24
892,226271,498,8.33
893,226271,499,12.58
894,226271,500,13.84
895,226271,501,7.5
896,226271,502,16.2
897,226271,503,8.74
898,226271,504,14.78
899,226271,505,8.51
900,226271,506,18.3
901,226271,507,16.44
902,223742,39,15.07
903,223742,40,11.39
904,223742,41,12.37
905,223742,42,12.76
906,223742,43,9.74
907,223742,44,15.15
908,223742,45,17.04
909,195600,671,12.79
910,195600,672,18.28
911,195600,673,8.4
912,195600,674,16.3
913,195600,675,11.95
914,195600,676,16.38
915,195600,677,12.01
916,195600,678,15.37
917,952078,317,10.6
918,952078,318,8.99
919,952078,319,6.44
920,952078,320,5.04
921,952078,321,6.44
922,952078,322,2.45
923,952078,323,17.58
924,952078,324,16.73
925,952078,325,4.67
926,952078,326,9.31
927,784683,756,10.99
928,784683,757,4.07
929,784683,758,17.35
930,784683,759,17.52
931,784683,760,16.14
932,784683,761,18.53
933,784683,762,13.21
934,784683,763,8.92
935,784683,764,6.24
936,784683,765,5.95
937,784683,766,10.89
938,784683,767,12.07
939,784683,768,9.76
940,285338,756,12.19
941,285338,757,10.01
942,285338,758,13.6
943,285338,759,10.51
944,285338,760,11.52
945,285338,761,5.06
946,285338,762,14.06
947,285338,763,1.35
948,285338,764,13.65
949,285338,765,13.48
950,285338,766,5.19
951,285338,767,10.93
952,285338,768,15.77
953,717887,952,12.76
954,717887,953,11.68
955,717887,954,6.6
956,717887,955,9.0
957,717887,956,6.87
958,717887,957,9.15
959,717887,958,10.66
960,717887,959,8.05
961,717887,960,11.49
962,889511,671,3.88
963,889511,672,6.71
964,889511,673,14.69
965,889511,674,2.89
966,889511,675,9.89
967,889511,676,9.41
968,889511,677,11.65
969,889511,678,12.33
970,270058,439,13.82
971,270058,440,14.8
972,270058,441,11.55
973,270058,442,14.65
974,270058,443,13.15
975,270058,444,11.08
976,270058,445,15.15
977,270058,446,6.61
978,300620,924,8.71
979,300620,925,4.94
980,300620,926,6.55
981,300620,927,10.67
982,300620,928,9.16
983,300620,929,10.06
984,300620,930,10.78
985,300620,931,7.76
986,300620,932,13.33
987,180756,419,10.08
988,180756,420,13.05
989,180756,421,7.11
990,180756,422,16.47
991,180756,423,9.56
992,180756,424,8.35
993,180756,425,11.39
994,180756,426,6.56
995,180756,427,15.82
996,180756,428,11.78
997,732163,400,10.17
998,732163,401,12.52
999,732163,402,13.59
1000,732163,403,13.21
1001,732163,404,8.6
1002,732163,405,16.9
1003,732163,406,5.18
1004,732163,407,10.66
1005,732163,408,9.78
1006,732163,409,11.76
1007,650464,210,13.26
1008,650464,211,8.85
1009,650464,212,13.86
1010,650464,213,9.27
1011,650464,214,4.85
1012,650464,215,6.77
1013,650464,216,10.26
1014,650464,217,10.59
1015,863013,557,6.4
1016,863013,558,7.89
1017,863013,559,4.41
1018,863013,560,17.74
1019,863013,561,16.41
1020,863013,562,10.35
1021,863013,563,8.46
1022,863013,564,18.51
1023,291212,498,6.82
1024,291212,499,5.93
1025,291212,500,14.61
1026,291212,501,12.18
1027,291212,502,18.61
1028,291212,503,10.04
1029,291212,504,2.87
1030,291212,505,11.21
1031,291212,506,15.41
1032,291212,507,14.47
1033,891965,202,11.82
1034,891965,203,13.62
1035,891965,204,11.18
1036,891965,205,14.13
1037,891965,206,12.8
1038,891965,207,12.85
1039,891965,208,8.74
1040,891965,209,11.11
1041,866456,1216,14.13
1042,866456,1217,6.11
1043,923201,146,13.92
1044,923201,147,10.02
1045,923201,148,15.75
1046,923201,149,10.15
1047,923201,150,11.99
1048,923201,151,10.21
1049,923201,152,13.32
1050,923201,153,16.5
1051,552961,1185,2.3
1052,552961,1186,10.23
1053,552961,1187,8.55
1054,552961,1188,13.4
1055,552961,1189,11.28
1056,552961,1190,11.84
1057,552961,1191,10.55
1058,552961,1192,4.3
1059,552961,1193,16.2
1060,962684,1285,9.84
1061,962684,1286,10.63
1062,962684,1287,11.59
1063,962684,1288,8.23
1064,962684,1289,7.68
1065,962684,1290,5.97
1066,962684,1291,15.51
1067,962684,1292,5.61
1068,962684,1293,17.83
1069,968813,769,0.52
1070,968813,770,17.16
1071,968813,771,18.35
1072,968813,772,18.59
1073,968813,773,9.65
1074,968813,774,12.35
1075,968813,775,9.88
1076,968813,776,13.72
1077,968813,777,12.29
1078,968813,778,16.55
1079,673782,756,2.2
1080,673782,757,9.68
1081,673782,758,7.24
1082,673782,759,4.46
1083,673782,760,9.94
1084,673782,761,17.85
1085,673782,762,18.91
1086,673782,763,11.23
1087,673782,764,4.43
1088,673782,765,14.38
1089,673782,766,17.21
1090,673782,767,12.72
1091,673782,768,10.34
1092,288824,170,6.72
1093,288824,171,8.57
1094,288824,172,12.43
1095,288824,173,4.49
1096,288824,174,18.22
1097,288824,175,7.61
1098,288824,176,15.91
1099,288824,177,16.33
1100,951636,803,12.49
1101,973569,154,10.33
1102,973569,155,14.45
1103,973569,156,4.03
1104,973569,157,8.28
1105,973569,158,10.29
1106,973569,159,2.66
1107,973569,160,11.96
1108,973569,161,16.51
1109,901878,498,12.04
1110,901878,499,9.45
1111,901878,500,14.68
1112,901878,501,11.11
1113,901878,502,13.71
1114,901878,503,11.1
1115,901878,504,8.46
1116,901878,505,9.58
1117,901878,506,15.57
1118,901878,507,10.79
1119,908195,476,8.74
1120,908195,477,12.82
1121,908195,478,10.19
1122,908195,479,7.72
1123,908195,480,11.03
1124,908195,481,2.91
1125,908195,482,8.9
1126,203625,756,7.18
1127,203625,757,5.05
1128,203625,758,11.23
1129,203625,759,17.71
1130,203625,760,8.25
1131,203625,761,5.44
1132,203625,762,10.41
1133,203625,763,13.89
1134,203625,764,11.43
1135,203625,765,16.07
1136,203625,766,10.98
1137,203625,767,12.61
1138,203625,768,14.07
1139,962967,583,17.07
1140,962967,584,14.69
1141,962967,585,11.67
1142,962967,586,6.75
1143,962967,587,10.2
1144,962967,588,13.61
1145,962967,589,13.85
1146,936862,1209,13.77
1147,936862,1210,7.33
1148,936862,1211,10.65
1149,936862,1212,1.65
1150,936862,1213,13.44
1151,936862,1214,9.06
1152,936862,1215,9.63
1153,836691,1266,12.53
1154,836691,1267,4.88
1155,836691,1268,3.71
1156,836691,1269,13.8
1157,836691,1270,4.21
1158,836691,1271,14.9
1159,836691,1272,8.21
1160,836691,1273,7.77
1161,836691,1274,16.98
1162,836691,1275,12.11
1163,836691,1276,12.57
1164,296919,1294,13.05
1165,874683,1277,6.31
1166,874683,1278,12.29
1167,874683,1279,0.84
1168,874683,1280,13.22
1169,874683,1281,9.49
1170,874683,1282,17.47
1171,874683,1283,9.96
1172,874683,1284,6.61
1173,784512,1247,15.11
1174,784512,1248,11.18
1175,784512,1249,6.35
1176,784512,1250,5.69
1177,784512,1251,3.99
1178,784512,1252,18.06
1179,784512,1253,9.12
1180,850827,128,4.61
1181,850827,129,13.34
1182,850827,130,14.9
1183,850827,131,13.56
1184,850827,132,9.62
1185,850827,133,9.03
1186,850827,134,10.13
1187,850827,135,14.03
1188,229475,1263,4.48
1189,229475,1264,3.83
1190,229475,1265,7.62
1191,187754,249,4.0
1192,187754,250,11.55
1193,187754,251,16.11
1194,187754,252,17.9
1195,187754,253,10.13
1196,187754,254,3.85
1197,187754,255,14.05
1198,187754,256,15.7
1199,281121,952,11.36
1200,281121,953,6.55
1201,281121,954,9.65
1202,281121,955,5.29
1203,281121,956,14.14
1204,281121,957,6.73
1205,281121,958,9.7
1206,281121,959,8.94
1207,281121,960,12.21
1208,682933,1162,18.67
1209,682933,1163,1.87
1210,682933,1164,10.04
1211,827469,410,1.05
1212,827469,411,6.53
1213,827469,412,6.4
1214,827469,413,10.48
1215,827469,414,13.24
1216,827469,415,9.13
1217,827469,416,16.01
1218,827469,417,10.93
